record_id1	record_id2	latitude	longitude	altitude_m	capture_hour	capture_minute	common_name	alpha4	genus	species	subspecies	gen_species	alpha6	indvid_id	band_pre	band_suff	Sex	age_class	age_year	mass_g	fat_score	Include	time_b1_min	time_b2_min	time_b3_min	time_b4_min	time_b5_min	time_b6_min	time_b7_min	b1_cort	b2_cort	b3_cort	b4_cort	b5_cort	b6_cort	b7_cort	base_cort	max_cort	time_to_max	day	month	year	date	doy	season	breed_state
6000001	7001	9.11661	-79.70074	36.88087	9	19	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		26.2	0		2.16	5.5	9.83	30.42	61			17.24	25.12	19.91	33.81	32.86			17.24	33.81	30	1	9	2002	9/1/02	244		non-breeding
6000032	7035	9.11661	-79.70074	36.88087	8	30	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	HY		23	0		2	20.5	38					1.72	18.33	26.85					1.72	26.85	30	2	9	2002	9/2/02	245		non-breeding
6000039	7043	9.11661	-79.70074	36.88087	10	31	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY		26.8	0		2	6	10.25	30.5	62.16			3.51	12.69	15.26	29.15	40.99			3.51	40.99	30	2	9	2002	9/2/02	245		
6000044	7049	9.11661	-79.70074	36.88087	11	32	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	ASY		24.2	1		2.83	8.33	14.66	30	61.5			3.43	10.11	12.48	21.57	29.73			3.43	29.73	30	2	9	2002	9/2/02	245		
6000029	7031	9.11661	-79.70074	36.88087	8	3	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY		28.5	0		1.5	6.16	10.83	31	60.5			3.24	9.74	14.51	32.53	33.94			3.24	33.94	30	5	9	2002	9/5/02	248		non-breeding
6000048	7053	9.11661	-79.70074	36.88087	11	45	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY		27.7	0		2.66	5.75	10.75	31	62.25			2.12	4.43	6.55	17.47	20.21			2.12	20.21	30	5	9	2002	9/5/02	248		breeding
6000002	7002	9.11661	-79.70074	36.88087	13	6	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY/ASY		27.7	0		2.83	5.66	11	30	61			3.23	9.85	18.46	20.74	31.93			3.23	31.93	30	10	9	2002	9/10/02	253		
6000028	7029	9.11661	-79.70074	36.88087	7	43	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY		27.8	0		1.5	5	11.16	30	59.5			8.46	11.48	17.79	25.88	51.31			8.46	51.31	30	11	9	2002	9/11/02	254		
6000038	7042	9.11661	-79.70074	36.88087	10	20	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	SY		29.5	0		2.66	5.25	10.16	31.16	62			7.7	7.97	15.61	23.27	34.1			7.7	34.1	30	11	9	2002	9/11/02	254		non-breeding
6000027	7028	9.11661	-79.70074	36.88087	7	20	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	HY/SY		28	0		2.75	5.66	10.83	31	61			8.05	20.65	29.97	29.23	28.12			8.05	29.97	30	23	9	2002	9/23/02	266		
6000036	7040	9.11661	-79.70074	36.88087	9	26	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	HY/SY		27.4	0		2	5	11.5	30	60.25			1.900921659	4.79	9.31	22.78	44.46			1.900921659	44.46	30	23	9	2002	9/23/02	266		
6000045	7050	9.11661	-79.70074	36.88087	11	33	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	SY		27	0		1.5	5.33	10.5	30.33	66			1.7	5.86	11.63	19.37	46.52			1.7	46.52	30	23	9	2002	9/23/02	266		
6000035	7039	9.11661	-79.70074	36.88087	9	19	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	SY		28.7	0		1.83	8.5	10.25	30	60.25			5.95	13.51	15.48	32.59	23.83			5.95	32.59	30	24	9	2002	9/24/02	267		breeding
6000037	7041	9.11661	-79.70074	36.88087	9	33	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	HY		25	0		2	6.25	10.25					1.856017998	4.73	5.55					1.856017998	5.55	30	24	9	2002	9/24/02	267		breeding
6000050	7055	9.11661	-79.70074	36.88087	12	40	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	SY		27.2	1.5		2.5	11	29.5	61				2.63							2.63	2.63	30	24	9	2002	9/24/02	267		non-breeding
6000051	7056	9.11661	-79.70074	36.88087	12	42	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		28.9	0		2.5	6.5	10.5	33.16	62.66			2.33	8	13.29	32.03	18.09			2.33	32.03	30	24	9	2002	9/24/02	267		breeding
1001693	2783	9.15289	-79.73932	63.70333	5	24	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	15		13954	male			17.8	2		3	5	20	60				11.16	18.95	23.66	13.81				11.16	23.66	20	31	3	1994	3/31/94	90	breeding	
6000004	7004	9.15289	-79.73932	63.70333	8	9	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	HY/SY		24.8	0		2	4.75	10.75	29.75	61.25			8.57	14	15.05	23.85	22.24			8.57	23.85	30	5	8	2002	8/5/02	217		non-breeding
6000012	7013	9.15289	-79.73932	63.70333	12	14	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	HY/SY		22.8	0		3.95	7.75	12.5	29.25	59.75			3.95	5.77	9.11	24.28	41.2			3.95	41.2	30	5	8	2002	8/5/02	217		
6000005	7005	9.15289	-79.73932	63.70333	8	13	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	ASY		28.4	0		3	6.66	11	29.16	59.5			11.73	21.15	33.78	44.29	39.48			11.73	44.29	30	12	8	2002	8/12/02	224		non-breeding
6000006	7006	9.15289	-79.73932	63.70333	8	36	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		26	0		2.16	5	10	30	61.5			5.44	8.65	8.64	24.44	38.12			5.44	38.12	30	14	8	2002	8/14/02	226		non-breeding
6000011	7012	9.15289	-79.73932	63.70333	12	9	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		25.2	0		2.33	5.25	10.33	30.883	60.45			5.24	8.29	9.9	14.22	21.56			5.24	21.56	30	14	8	2002	8/14/02	226		non-breeding
6000007	7007	9.15289	-79.73932	63.70333	8	53	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		28	0		2.75	5.33	11.5	30.5	60.5			6.83	8.88	9.09	27.26	31.59			6.83	31.59	30	18	8	2002	8/18/02	230		non-breeding
6000016	7017	9.15289	-79.73932	63.70333	14	11	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		24.8	0		1.5	4.83	10.25	30.75	60.167			7.15	10.28	14.93	26.05	21.52			7.15	26.05	30	21	8	2002	8/21/02	233		
6000009	7009	9.15289	-79.73932	63.70333	9	7	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	SY		25.3	0		3	5.0833	10.33	31.25	61.833			9.58	10.22	12.65	28.79	49.16			9.58	49.16	30	23	8	2002	8/23/02	235		breeding
6000010	7011	9.15289	-79.73932	63.70333	11	50	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	ASY		23.2	0		1.5	5.5	10.83	31.5	59.66			3.57	11.83	28.85	36.29	47.46			3.57	47.46	30	23	8	2002	8/23/02	235		
6000008	7008	9.15289	-79.73932	63.70333	9	1	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	ASY		28.5	0		1.5	6	13	31.67	60			2.31	5.94	8.74	25.78	51.8			2.31	51.8	30	26	8	2002	8/26/02	238		non-breeding
6000014	7015	9.15289	-79.73932	63.70333	14	1	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	HY/SY		27.1	0		1.42	5.5	10.33	30.083	61.5			2.89	2.08	3.82	17.78	24.12			2.89	24.12	30	26	8	2002	8/26/02	238		breeding
6000015	7016	9.15289	-79.73932	63.70333	14	4	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				female	HY		25.1	0		1.42	6.42	10.75	30.58	61.42			1.48	4.29	9.12	18.38	29.26			1.48	29.26	30	26	8	2002	8/26/02	238		non-breeding
6000003	7003	9.15289	-79.73932	63.70333	7	44	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male	HY/SY		24.8	0		1	5.5	10.25	31.25	60.5			2.38	13.75	21.16	35.87	47.97			2.38	47.97	30	16	9	2002	9/16/02	259		
6000013	7014	9.15289	-79.73932	63.70333	12	23	Song Wren	SONW	Cyphorhinus	phaeocephalus		Cyphorhinus phaeocephalus	CYPPHA				male				0		3.16	9.16	32.58					21.09	14.69	28.15					21.09	28.15	30	28	9	2002	9/28/02	271		non-breeding
1001085	1915	19.76000	-155.53000	575.15875	10	13	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		52822	female	AHY		13.9	2.5		4	6	20	60				18.43	26.33	51	34.44				18.43	51	20	22	2	1993	2/22/93	53		
1001084	1914	19.76000	-155.53000	575.15875	13	27	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33041	male	ahy		13.6	1		2	5	20	60				6.34	17.87	49.23	60.08				6.34	60.08	60	22	2	1993	2/22/93	53		
1001086	1916	19.76000	-155.53000	575.15875			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		52824	male			13.9	1		1	9	20	60				8.23	38.59	50.22	99.48				8.23	99.48	60	22	2	1993	2/22/93	53		
1001087	1917	19.76000	-155.53000	575.15875			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			52821	male						1							42.98							42.98			22	2	1993	2/22/93	53		
1001093	1918	19.76000	-155.53000	575.15875	14	49	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		52825	male	AHY		14.6	2		3	5	20	65				7.62	12.73	26.01	48.98				7.62	48.98	65	23	2	1993	2/23/93	54		
1001094	1919	19.76000	-155.53000	575.15875			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			52826	male						1							6.08							6.08			23	2	1993	2/23/93	54		
1001095	1920	19.76000	-155.53000	575.15875	14	27	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		52827	male	AHY		13.5	1		5	10	20	60				6.35	20.75	30.76	63.01				6.35	63.01	60	24	2	1993	2/24/93	55		
1001096	1921	19.76000	-155.53000	575.15875	10	20	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33042	female	AHY		13	1		10							19.01										25	2	1993	2/25/93	56		breeding
1001143	1926	19.76000	-155.53000	575.15875			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			52820	male						1							11.54							11.54			33	2	1993	3/5/93	64		
1001151	1967	19.80000	-155.33333	1948.89510	14	53	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33172	male			17.3	1.5		1							12.91							12.91			24	1	1993	1/24/93	24		
1001150	1966	19.80000	-155.33333	1948.89510	16	10	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			76615	female			14.7	2.5									17.14							17.14			24	1	1993	1/24/93	24		
1001155	1928	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			33169	male						1							2.57							2.57			24	1	1993	1/24/93	24		
1001156	1929	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			76617	male						1							14.92							14.92			24	1	1993	1/24/93	24		
1001166	1968	19.80000	-155.33333	1948.89510	9	46	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33176	male			16.4	2		1							18.93							18.93			26	1	1993	1/26/93	26		
1001168	1970	19.80000	-155.33333	1948.89510	12	5	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			92699	male				3									19.18							19.18			26	1	1993	1/26/93	26		
1001167	1969	19.80000	-155.33333	1948.89510			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			76619	male													43.43							43.43			26	1	1993	1/26/93	26		
1001169	1933	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			33174	female						1							8.3							8.3			26	1	1993	1/26/93	26		
1001171	1934	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			76618	male						1							32.37							32.37			26	1	1993	1/26/93	26		
1001172	1935	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			92733	male						1							6.85							6.85			26	1	1993	1/26/93	26		
1001176	1937	19.80000	-155.33333	1948.89510	11	43	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR		980	33034	male	ahy		12.7	0.5		15							26.4										28	1	1993	1/28/93	28		
1001175	1936	19.80000	-155.33333	1948.89510	11	45	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33177	male	AHY		12.3	0.5		3	5	20	60				15.08	17.87	49.21	68.28				15.08	68.28	60	28	1	1993	1/28/93	28		
1001177	2873	19.80000	-155.33333	1948.89510	12	27	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63843		AHY		23.4	3		1	5	10	30	60			8.41	12.19	14.67	14.18	10.42			8.41	14.67	10	28	1	1993	1/28/93	28		
1001178	1971	19.80000	-155.33333	1948.89510	15	45	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33170	male			15.8	2.5		1							13.23							13.23			29	1	1993	1/29/93	29		
1001179	1972	19.80000	-155.33333	1948.89510	15	45	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33178							5	10						15.97	24.36									29	1	1993	1/29/93	29		pre-breeding
1001180	2874	19.80000	-155.33333	1948.89510	13	6	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63844	male	AHY		20.8	3		3	5	10	30	60			11	12.92	26.85	22.75	6.71			11	26.85	10	29	1	1993	1/29/93	29		
1001182	2876	19.80000	-155.33333	1948.89510	17	11	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63847	male			23.7	3		1	5	10	30				6.79	8.98	9.6	12.86				6.79			29	1	1993	1/29/93	29		
1000995	1897	19.80000	-155.33333	1948.89510	10	38	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33181	female	AHY		10.7	0.5		7							31.86										2	2	1993	2/2/93	33		
1000996	1898	19.80000	-155.33333	1948.89510	10	38	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK	2111	95714	female	AHY		11.9	1.5		9							18.51										2	2	1993	2/2/93	33		
1000998	1899	19.80000	-155.33333	1948.89510	10	38	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33180	male	AHY		14.4	2.5		20							15.19										2	2	1993	2/2/93	33		
1001017	1941	19.80000	-155.33333	1948.89510	10	37	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33186	male			16.4	2.5									19.8							19.8			3	2	1993	2/3/93	34		
1001018	1900	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			33182	male						1							16.72							16.72			3	2	1993	2/3/93	34		
1001019	1901	19.80000	-155.33333	1948.89510			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			33183	male						1							23.71							23.71			3	2	1993	2/3/93	34		
1001388	1973	19.80000	-155.33333	1948.89510			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52838	male													25.05							25.05			4	3	1993	3/4/93	63		
1001022	1943	19.82110	-155.33060	1828.80366	10	29	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33189	male	AHY		15.2	2		6	13	30	60				26.43	29.85	35.83	37.01							5	2	1993	2/5/93	36		pre-breeding
1001021	1942	19.82110	-155.33060	1828.80366	11	31	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33191	male			14.3	1.5		2	5	20	60				7.84	11	18.04	11.18				7.84	18.04	20	5	2	1993	2/5/93	36		pre-breeding
1001023	1944	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33190	male													16.36							16.36			5	2	1993	2/5/93	36		
1001025	2837	19.82110	-155.33060	1828.80366	10	22	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC	IIWI		63850	female			18.7	3.5		3	5	30	60				5.1	9.15	10.4	9.57				5.1	10.4	30	5	2	1993	2/5/93	36		
1001027	2839	19.82110	-155.33060	1828.80366	15	5	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63852	male	ahy		20.4	3.5		8	10	30					9.18	13.19	12.55								5	2	1993	2/5/93	36		
1001026	2838	19.82110	-155.33060	1828.80366	15	43	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC	IIWI		63853	female	SY	1	19.2	4		2	6	10	30	60			4.12	5.11	12.58	11.56	22.7			4.12	22.7	60	5	2	1993	2/5/93	36		
1001038	1945	19.82110	-155.33060	1828.80366	10	56	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN	APAP	980	33038	male	AHY		16	2		1							12.65							12.65			6	2	1993	2/6/93	37		pre-breeding
1001034	2841	19.82110	-155.33060	1828.80366	10	48	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63856	male	SY	1	21.3	2.5		3	5	10	30				3.2	6.33	13.28	13.47				3.2			6	2	1993	2/6/93	37		
1001040	1947	19.82110	-155.33060	1828.80366	13	14	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33194	male	ahy		17.1	3.5		3	5	25	60				11.42	22.69	32.58	38.21				11.42	38.21	60	7	2	1993	2/7/93	38		pre-breeding
1001039	1946	19.82110	-155.33060	1828.80366	13	29	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33195	male	SY	1	13.8	3		2	9	20	60				6.31	21.79	18.06	50.69				6.31	50.69	60	7	2	1993	2/7/93	38		pre-breeding
1001042	1903	19.82110	-155.33060	1828.80366	10	23	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK	2031	92456	male	ahy		14.5	2.5		2	7	20	60				5.47	11.33	13.26	20.6				5.47	20.6	60	7	2	1993	2/7/93	38		
1001041	1902	19.82110	-155.33060	1828.80366	12	9	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33192	female	AHY		14.4	3		4	10	20	60				8.29	30.54	44.96	23.54				8.29	44.96	20	7	2	1993	2/7/93	38		
1001044	2844	19.82110	-155.33060	1828.80366	13	0	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63857	male	ahy		22.3	3		2	5	11	30	60			2.5	10.18	17.47	27.13	13.46			2.5	27.13	30	7	2	1993	2/7/93	38		
1001050	1948	19.82110	-155.33060	1828.80366	9	25	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33196	female	AHY		14.6	3.5		5	10	30	60				14.62	29.57	31.47	61.75				14.62	61.75	60	10	2	1993	2/10/93	41		pre-breeding
1001052	1949	19.82110	-155.33060	1828.80366	13	39	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33197	male	ahy		16.9	3		3	5	25	60				10.48	14.82	41.07	31.24				10.48	41.07	25	10	2	1993	2/10/93	41		pre-breeding
1001053	1950	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33039	male						1							22.98							22.98			10	2	1993	2/10/93	41		
1001054	2846	19.82110	-155.33060	1828.80366	9	51	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC	IIWI		48404	female	AHY		19.7	4		3	10	20	30	60			10.18	15.72	26.1	25.49	33.03			10.18	33.03	60	10	2	1993	2/10/93	41		breeding
1001057	1951	19.82110	-155.33060	1828.80366	12	5	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33199	female	SY	1	14.5	2.5		3	5	10	20	60			5.83	11.16	46.24	39.73	53.78			5.83	53.78	60	13	2	1993	2/13/93	44		pre-breeding
1001058	1904	19.82110	-155.33060	1828.80366	9	14	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33198	female	AHY		11.3	2		3	6	20	60				10.73	23.95	50.75	47.33				10.73	50.75	20	13	2	1993	2/13/93	44		
1001059	1905	19.82110	-155.33060	1828.80366	11	53	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		92416	male	AHY		13.7	1		1	5	20	60				18.89	26.17	29.65	25.65				18.89	29.65	20	13	2	1993	2/13/93	44		
1001061	2848	19.82110	-155.33060	1828.80366	7	56	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63941	male	AHY		21.6	2		2.5	5	10	30	60			6.27	8.55	30.54	38.1	32.55			6.27	38.1	30	13	2	1993	2/13/93	44		
1001062	2849	19.82110	-155.33060	1828.80366	11	31	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63942	male	3Y 	2	22.7	2		3	5	10	30	60			6.7	11.92	18.88	26.47	7.73			6.7	26.47	30	13	2	1993	2/13/93	44		
1001066	1952	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			76620	female													9.98							9.98			14	2	1993	2/14/93	45		
1001067	1906	19.82110	-155.33060	1828.80366			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			21560	male						1							17.09							17.09			14	2	1993	2/14/93	45		
1001068	1907	19.82110	-155.33060	1828.80366			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			33200	female						1							7.59							7.59			14	2	1993	2/14/93	45		
1001070	2850	19.82110	-155.33060	1828.80366	14	25	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC	IIWI		48405	female	SY	1	18	3.5		5	10	20	30	60			11.72	17.82	19.56	26.91	10.45			11.72	26.91	30	14	2	1993	2/14/93	45		
1001073	2851	19.82110	-155.33060	1828.80366	9	57	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC	IIWI		29958	female	SY	1	18.2	3		4	6	10	30	60			8.62	9.47	16.6	19.71	29.06			8.62	29.06	60	15	2	1993	2/15/93	46		
1001097	1956	19.82110	-155.33060	1828.80366	14	0	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33043	male	AHY		15.2	3		1							12.58							12.58			26	2	1993	2/26/93	57		
1001098	1957	19.82110	-155.33060	1828.80366	15	12	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			33044	female	AHY		15.2	3.5		1							12.82							12.82			26	2	1993	2/26/93	57		
1001106	1958	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52829	female													8.35							8.35			27	2	1993	2/27/93	58		
1001107	1959	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52830	male													22.06							22.06			27	2	1993	2/27/93	58		
1001108	1960	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52831	male													22.55							22.55			27	2	1993	2/27/93	58		
1001114	1922	19.82110	-155.33060	1828.80366	16	0	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33045	female	AHY		13.7	2.5		11							23.57										27	2	1993	2/27/93	58		
1001133	1963	19.82110	-155.33060	1828.80366	10	13	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52832	male	AHY		15.6	3		3	5	22	60				10.54	15.96	31.97	28.88				10.54	31.97	22	28	2	1993	2/28/93	59		
1001132	1962	19.82110	-155.33060	1828.80366	10	57	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52833	male	SY	1	15.3	2.5		3	5	25	60				18.37	22.99	25.03	20.95				18.37	25.03	25	28	2	1993	2/28/93	59		
1001134	1964	19.82110	-155.33060	1828.80366	12	37	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52835	male	AHY		16.4	2									15.61							15.61			28	2	1993	2/28/93	59		
1001131	1961	19.82110	-155.33060	1828.80366	12	51	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52836	female	SY	1	14.4	3		0.5							4.93							4.93			28	2	1993	2/28/93	59		
1001135	1965	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			76629	male													12.93							12.93			28	2	1993	2/28/93	59		
1001137	1925	19.82110	-155.33060	1828.80366	12	31	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		52834		HY	0	13.7	2.5		2.5	5	20	60				11.2	15.12	15.91	41.79				11.2	41.79	60	28	2	1993	2/28/93	59		
1001136	1924	19.82110	-155.33060	1828.80366	13	11	Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR	AMAK		33046	male	SY	1	13	0.5		7							14.81										28	2	1993	2/28/93	59		
1001139	2860	19.82110	-155.33060	1828.80366	14	32	Iiwi	IIWI	Vestiaria	coccinea		Vestiaria coccinea 	VESCOC			63950	male	AHY		20.8	2.5		6	10	20	33	60			5.58	15.23	12.33	23.19	12.8						28	2	1993	2/28/93	59		
1001389	1938	19.82110	-155.33060	1828.80366			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			52837	female						1							22.92							22.92			4	3	1993	3/4/93	63		
1001409	1974	19.82110	-155.33060	1828.80366			Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN			52841	male													28.73							28.73			12	3	1993	3/12/93	71		
1001418	1939	19.82110	-155.33060	1828.80366			Hawaii Amakihi	HAAM	Hemignathus	virens		Hemignathus virens 	HEMVIR			52840	male						1							24.48							24.48			12	3	1993	3/12/93	71		
