"latitude"	"longitude"	"altitude_m"	"date"	"doy"	"year"	"day"	"month"	"n_samples"	"site2"	"avg_T2M_MAX"	"sd_T2M_MAX"	"avg_T2M_MIN"	"sd_T2M_MIN"	"avg_T2M"	"sd_T2M"	"NASA_ELEV"
33.52837	-112.0763	340	1989-07-23	204	1989	23	7	5	"v6"	39.8087830687831	3.68147338174654	26.3538095238095	1.987780518739	33.1035978835979	2.45944005341359	494.49
33.52837	-112.0763	340	1989-07-24	205	1989	24	7	8	"w6"	39.6926984126984	3.69557971232256	26.2968518518519	1.94573324515028	32.9946825396825	2.45137119205411	494.49
33.52837	-112.0763	340	1989-07-25	206	1989	25	7	4	"x6"	39.5992592592593	3.65507887354892	26.2708465608466	1.88118939822411	32.9272486772487	2.38715802673951	494.49
33.52837	-112.0763	340	1989-07-26	207	1989	26	7	8	"y6"	39.4628835978836	3.7080110982462	26.2561375661376	1.80700432141988	32.8464814814815	2.38642159133555	494.49
33.52837	-112.0763	340	1989-07-27	208	1989	27	7	7	"z6"	39.393835978836	3.7071253843019	26.2495767195767	1.77227897483876	32.8163756613757	2.38404952431074	494.49
33.52837	-112.0763	340	1989-07-29	210	1989	29	7	5	"a7"	39.4740211640212	3.57319800732494	26.2639153439153	1.67126788802904	32.8591534391534	2.27089083181643	494.49
33.52837	-112.0763	340	1989-07-30	211	1989	30	7	4	"b7"	39.4742592592593	3.66446591712971	26.287671957672	1.61562147860485	32.865582010582	2.31391862900111	494.49
33.52837	-112.0763	340	1989-08-01	213	1989	1	8	2	"c7"	39.4397619047619	3.64798948245677	26.2985185185185	1.6249508218393	32.8328571428571	2.33149552662627	494.49
33.52837	-112.0763	340	1989-08-06	218	1989	6	8	2	"d7"	39.3533333333333	3.53400037078233	26.289417989418	1.68225886409594	32.7867195767196	2.33813349819289	494.49
33.52837	-112.0763	340	1990-05-13	133	1990	13	5	1	"e7"	33.7618253968254	4.36358880615115	16.364708994709	3.62613451303219	25.2112433862434	3.73879592938876	494.49
33.52837	-112.0763	340	1990-05-21	141	1990	21	5	1	"f7"	35.0637037037037	3.93028033193212	17.852619047619	3.12890617710094	26.6414285714286	3.23109044037403	494.49
33.52837	-112.0763	340	1990-06-17	168	1990	17	6	13	"g7"	39.9896560846561	3.02284855877035	22.0997619047619	2.76596023424612	31.2840740740741	2.62157510610297	494.49
33.52837	-112.0763	340	1990-06-18	169	1990	18	6	11	"h7"	40.2367195767196	2.94708250835884	22.3632010582011	2.82916622050295	31.543835978836	2.59833569351782	494.49
33.52837	-112.0763	340	1990-06-19	170	1990	19	6	4	"i7"	40.477671957672	2.8810612505183	22.6224867724868	2.88079236007049	31.8100264550265	2.55918095513037	494.49
33.52837	-112.0763	340	1990-06-20	171	1990	20	6	5	"j7"	40.6969576719577	2.84726775883675	22.9100793650794	2.92346370710068	32.0689947089947	2.53820035766975	494.49
33.52837	-112.0763	340	1990-06-21	172	1990	21	6	1	"k7"	40.8724603174603	2.78660961295728	23.1550264550265	2.90333634559239	32.2880423280423	2.48930484225478	494.49
33.52837	-112.0763	340	1990-06-24	175	1990	24	6	6	"l7"	41.2813756613757	2.49838732317357	23.8909788359788	2.81663867331195	32.8239417989418	2.23188815564518	494.49
33.52837	-112.0763	340	1990-06-25	176	1990	25	6	5	"m7"	41.3261111111111	2.48542893379977	24.1177513227513	2.76828485362937	32.9396560846561	2.19538837569467	494.49
33.52837	-112.0763	340	1990-06-26	177	1990	26	6	1	"n7"	41.3640211640212	2.5503353333529	24.2917989417989	2.78883972181105	33.0309788359788	2.22914819872044	494.49
33.52837	-112.0763	340	1991-12-29	363	1991	29	12	2	"o7"	17.15843866171	3.81653078785159	3.81349442379182	3.52777767941508	9.46557620817844	3.15669652785694	494.49
33.52837	-112.0763	340	1992-01-01	1	1992	1	1	2	"p7"	18.1600490196078	3.84002956905039	4.97004901960784	3.29609255118233	10.5671568627451	2.85302376192528	494.49
33.52837	-112.0763	340	1992-01-02	2	1992	2	1	2	"q7"	18.2501287553648	3.80592329645817	4.87914163090129	3.27172910385199	10.5592274678112	2.83325651928481	494.49
33.5284	-112.0763	340	1989-08-04	216	1989	4	8	1	"r7"	39.3526984126984	3.53532714997424	26.2439947089947	1.6766966291428	32.7591005291005	2.30769597808455	494.49
33.5284	-112.0763	340	1989-08-06	218	1989	6	8	1	"s7"	39.3533333333333	3.53400037078233	26.289417989418	1.68225886409594	32.7867195767196	2.33813349819289	494.49
34.91667	98.91667	4672.59335	2005-05-01	121	2005	1	5	2	"t7"	6.94037037037037	4.09896045181444	-6.67997354497354	2.33270047610803	-0.341137566137566	2.91993895999505	4409.85
35.1074	98.88107	4260	2000-09-07	251	2000	7	9	5	"u7"	12.0243650793651	3.01834228995998	-2.62365079365079	2.38361291090462	4.01425925925926	2.43989522462383	4409.85
35.1074	98.88107	4260	2000-09-10	254	2000	10	9	4	"v7"	11.4127777777778	2.97157684088912	-2.93693121693122	2.37732147617689	3.49865079365079	2.4200355193399	4409.85
35.1074	98.88107	4260	2000-09-11	255	2000	11	9	3	"w7"	11.1524338624339	2.92696362746722	-3.08899470899471	2.37214886408794	3.27465608465608	2.39978690769898	4409.85
35.36482	99.72845	3992.88799	2000-09-11	255	2000	11	9	1	"x7"	15.5007407407407	3.09083903204231	0.231216931216931	2.63139434158636	7.18550264550265	2.25549135635978	3655.99
35.36482	99.72845	3992.88799	2000-09-13	257	2000	13	9	3	"y7"	15.1014814814815	2.88290367657497	-0.193333333333333	2.64102905753773	6.7497619047619	2.1245695950899	3655.99
35.995	139.08305	234	1993-06-19	170	1993	19	6	2	"z7"	25.913253968254	3.40209168676321	16.2767724867725	2.31010274693921	20.811455026455	2.46402933887822	264.11
35.995	139.08305	234	1993-06-20	171	1993	20	6	3	"a8"	26.0568518518519	3.41995003364608	16.482328042328	2.36018204537876	20.987671957672	2.51837341262539	264.11
35.995	139.08305	234	1993-06-21	172	1993	21	6	3	"b8"	26.3293121693122	3.4893894570438	16.7000529100529	2.38370084226522	21.2236507936508	2.60592233166807	264.11
35.995	139.08305	234	1993-06-24	175	1993	24	6	1	"c8"	26.521746031746	3.51142532579267	17.1581216931217	2.37030142035729	21.5413492063492	2.63703998309211	264.11
35.995	139.08305	234	1993-07-03	184	1993	3	7	4	"d8"	27.6519047619048	3.48106641964231	18.2642328042328	2.5003530931092	22.6720899470899	2.75529856029148	264.11
35.995	139.08305	234	1993-07-04	185	1993	4	7	5	"e8"	27.7644973544974	3.43728200350379	18.377671957672	2.48147585466829	22.7950793650794	2.70749017432794	264.11
36.76163	99.63657	3533	1989-07-03	184	1989	3	7	1	"f8"	19.2280952380952	2.7086259833532	4.72671957671958	2.32598636119259	11.8348148148148	1.89803502819837	3473.6
36.7624	99.63247	3562	2000-09-06	250	2000	6	9	14	"g8"	16.7369047619048	2.95318534072756	1.95706349206349	2.9015721707845	8.76044973544974	2.34754978283271	3473.6
36.7624	99.63247	3562	2000-09-07	251	2000	7	9	5	"h8"	16.4885185185185	2.94881164320192	1.73775132275132	2.93002928105897	8.50761904761905	2.37872157512053	3473.6
37.90853	-119.25571	3051	1988-06-21	173	1988	21	6	9	"i8"	20.1242328042328	4.17270772139049	4.39322751322751	3.53914159684663	12.0675661375661	3.51704540548006	2554.64
37.90853	-119.25571	3051	1988-06-22	174	1988	22	6	7	"j8"	20.2853174603175	3.99197145604126	4.5360582010582	3.45115865936273	12.2181216931217	3.39343435590805	2554.64
37.90853	-119.25571	3051	1988-06-23	175	1988	23	6	2	"k8"	20.4310052910053	3.99448068086281	4.64343915343915	3.39854225619017	12.3377248677249	3.38846414172429	2554.64
37.90853	-119.25571	3051	1988-06-24	176	1988	24	6	1	"l8"	20.6277777777778	3.94764172066442	4.83293650793651	3.40293080129443	12.5211375661376	3.37302814421433	2554.64
37.90853	-119.25571	3051	1988-07-18	200	1988	18	7	1	"m8"	23.4232804232804	3.49437005789678	7.97994708994709	3.68504771407617	15.3246825396825	3.22866965233133	2554.64
37.90853	-119.25571	3051	1988-07-19	201	1988	19	7	5	"n8"	23.4915608465608	3.50614805949788	8.02777777777778	3.7008005920482	15.3633862433862	3.23854302375827	2554.64
37.90853	-119.25571	3051	1988-07-21	203	1988	21	7	1	"o8"	23.6553968253968	3.44599571196577	8.17997354497355	3.64703793175926	15.4868253968254	3.18401677750909	2554.64
37.90853	-119.25571	3051	1989-07-11	192	1989	11	7	1	"p8"	23.2895238095238	3.4832020979078	7.39187830687831	3.59199262965064	15.0244708994709	3.20022858275929	2554.64
37.90853	-119.25571	3051	1989-07-12	193	1989	12	7	2	"q8"	23.3317989417989	3.51783684464888	7.55722222222222	3.64155124177973	15.1113227513228	3.23550730635978	2554.64
37.90853	-119.25571	3051	1989-07-20	201	1989	20	7	2	"r8"	23.4901587301587	3.50469461221239	8.02878306878307	3.7011905175559	15.3639153439153	3.23890442446183	2554.64
37.90853	-119.25571	3051	1989-07-21	202	1989	21	7	1	"s8"	23.5614021164021	3.49133423489219	8.10724867724868	3.71077945819102	15.4205026455026	3.23821102184661	2554.64
37.90853	-119.25571	3051	1989-07-22	203	1989	22	7	1	"t8"	23.653544973545	3.44427886441415	8.17124338624339	3.64359359862743	15.4834126984127	3.18189911162331	2554.64
37.90853	-119.25571	3051	1989-07-23	204	1989	23	7	1	"u8"	23.7451587301587	3.37969331416548	8.22740740740741	3.56133355765934	15.5424867724868	3.11339250620646	2554.64
37.90853	-119.25571	3051	1989-07-31	212	1989	31	7	1	"v8"	24.2288624338624	2.71682663752637	8.40208994708995	3.0326411040805	15.7208465608466	2.56045737847832	2554.64
37.90853	-119.25571	3051	1989-08-01	213	1989	1	8	8	"w8"	24.1850793650794	2.79059335391132	8.3455291005291	3.14166530042486	15.6712433862434	2.63734348881721	2554.64
37.90853	-119.25571	3051	1989-08-03	215	1989	3	8	3	"x8"	24.006164021164	2.84638862720071	8.09134920634921	3.17104615522705	15.4792328042328	2.65062450852266	2554.64
37.90853	-119.25571	3051	1989-08-04	216	1989	4	8	2	"y8"	23.9163227513228	2.9208540358495	7.97907407407407	3.19716360365822	15.3854497354497	2.6854478525107	2554.64
37.90853	-119.25571	3051	1989-08-05	217	1989	5	8	1	"z8"	23.8771428571429	2.92906070091032	7.89505291005291	3.22240368994322	15.3162169312169	2.71047818963306	2554.64
37.90853	-119.25571	3051	1989-08-10	222	1989	10	8	2	"a9"	23.6691534391534	2.96049261488913	7.6552380952381	3.28955973631885	15.0782010582011	2.76524372932031	2554.64
37.90853	-119.25571	3051	1989-08-11	223	1989	11	8	2	"b9"	23.6334391534392	2.99230708128388	7.59425925925926	3.27892743129748	15.0299470899471	2.7791359833893	2554.64
37.90853	-119.25571	3051	1989-08-12	224	1989	12	8	1	"c9"	23.5709259259259	3.03404946722442	7.52291005291005	3.2730786774875	14.9507142857143	2.79045099039956	2554.64
37.90853	-119.25571	3051	1990-06-20	171	1990	20	6	1	"d9"	19.814708994709	4.25777604056895	4.05216931216931	3.56514381954164	11.7524074074074	3.58008028200785	2554.64
37.90853	-119.25571	3051	1990-06-21	172	1990	21	6	1	"e9"	19.9584391534392	4.25090365774484	4.20513227513228	3.54097434604191	11.8970634920635	3.56652742583696	2554.64
37.90853	-119.25571	3051	1990-07-25	206	1990	25	7	1	"f9"	23.9849470899471	3.04941584567366	8.35558201058201	3.35412455301366	15.6870899470899	2.85879498224492	2554.64
37.90853	-119.25571	3051	1991-06-07	158	1991	7	6	1	"g9"	16.4383862433862	4.78273007161741	1.67748677248677	3.76177497484406	8.90685185185185	3.99404947101722	2554.64
37.90853	-119.25571	3051	1991-06-08	159	1991	8	6	2	"h9"	16.6133862433862	4.86261188441808	1.76777777777778	3.78085893057035	9.0318253968254	4.04457394007092	2554.64
37.90853	-119.25571	3051	1991-06-21	172	1991	21	6	1	"i9"	19.9584391534392	4.25090365774484	4.20513227513228	3.54097434604191	11.8970634920635	3.56652742583696	2554.64
38.31867	-123.05857	12.80163	2001-11-07	311	2001	7	11	3	"j9"	17.4828571428571	3.14680449861157	9.43883597883598	2.18553836658283	12.7474867724868	2.0800116764324	172.69
38.31867	-123.05857	12.80163	2001-11-08	312	2001	8	11	6	"k9"	17.2534920634921	3.15286959960897	9.35283068783069	2.21487272698039	12.6053968253968	2.09746695182432	172.69
38.31867	-123.05857	12.80163	2001-11-09	313	2001	9	11	1	"l9"	17.0311111111111	3.11983546007901	9.25783068783069	2.23963656413872	12.4590211640212	2.09286988233346	172.69
38.333	-123.046	28.95606	1997-05-21	141	1997	21	5	1	"m9"	19.2913227513228	3.35359862086668	10.0731216931217	1.9063756747473	14.3187301587302	2.36541201063217	172.69
38.333	-123.046	28.95606	2001-12-19	353	2001	19	12	7	"n9"	12.2444708994709	2.53324607193115	5.81801587301587	2.43358148917781	8.57616402116402	2.11901191742335	172.69
38.333	-123.046	28.95606	2001-12-20	354	2001	20	12	1	"o9"	12.2158465608466	2.55779216128279	5.73677248677249	2.35957267094695	8.51772486772487	2.09553057504417	172.69
38.333	-123.046	28.95606	2001-12-21	355	2001	21	12	6	"p9"	12.161746031746	2.54830699903362	5.69671957671958	2.38627670885708	8.47886243386243	2.08944906045848	172.69
38.333	-123.046	28.95606	2002-03-10	69	2002	10	3	5	"q9"	14.1226984126984	2.97326596037725	7.30425925925926	2.20567669028108	10.3772222222222	2.16590152102125	172.69
38.333	-123.046	28.95606	2002-03-11	70	2002	11	3	2	"r9"	14.1613227513228	3.00684980100337	7.36074074074074	2.17628256802637	10.4234126984127	2.16778077039297	172.69
38.333	-123.046	28.95606	2002-03-15	74	2002	15	3	6	"s9"	14.4699206349206	3.07571349796042	7.53050264550265	2.17504425669011	10.6618783068783	2.21081172989592	172.69
38.333	-123.046	28.95606	2003-08-27	239	2003	27	8	1	"t9"	24.8756878306878	2.7517856614742	13.4548677248677	1.86403361966517	18.6811111111111	2.10955331949224	172.69
38.333	-123.046	28.95606	2003-08-28	240	2003	28	8	10	"u9"	24.8653968253968	2.74630564025531	13.509708994709	1.86129419906221	18.6935978835979	2.11328682041828	172.69
38.333	-123.046	28.95606	2004-04-17	108	2004	17	4	1	"v9"	15.6403703703704	3.08927645900796	7.93949735449735	1.91207873916518	11.5283068783069	2.13030309819783	172.69
38.333	-123.046	28.95606	2004-04-18	109	2004	18	4	1	"w9"	15.6604497354497	3.0486358316149	7.9418253968254	1.90244742585956	11.5369841269841	2.12537777069922	172.69
38.52761	-121.78356	18	2001-11-09	313	2001	9	11	4	"x9"	20.3857936507937	4.05660015359086	7.9002380952381	2.79599025063068	13.1374603174603	2.86648943878486	67.69
38.52761	-121.78356	18	2001-11-10	314	2001	10	11	4	"y9"	20.0499206349206	3.97975969897543	7.78404761904762	2.80705000439418	12.910873015873	2.84331978602178	67.69
42.512	-88.181	228.90526	1989-01-05	5	1989	5	1	1	"z9"	-2.34815625	6.24210202221657	-10.77734375	7.81894268485527	-6.43096875	6.84031952169597	238.39
42.512	-88.181	228.90526	1989-07-31	212	1989	31	7	2	"a10"	28.084126984127	3.63585991926704	17.1620105820106	2.99328712791246	22.7059788359788	3.03471256284239	238.39
42.512	-88.181	228.90526	1989-08-02	214	1989	2	8	1	"b10"	28.1252380952381	3.72608954694604	17.1390211640212	3.09955192185286	22.6935185185185	3.09144066077171	238.39
42.512	-88.181	228.90526	1989-08-04	216	1989	4	8	1	"c10"	28.1171957671958	3.80585881847829	17.1783597883598	3.16417461845859	22.6822486772487	3.13734711490902	238.39
46.695	-120.49083	348.0823	1991-06-02	153	1991	2	6	2	"d10"	20.5283068783069	4.73465762248208	7.41775132275132	3.25770646754918	14.0600793650794	3.81570922158791	738.85
46.695	-120.49083	348.0823	2000-05-21	142	2000	21	5	2	"e10"	19.4396825396825	4.74909628759188	6.23989417989418	3.23871417151832	12.9654232804233	3.77036510213299	738.85
46.84332	-122.31236	274.62535	1996-06-26	178	1996	26	6	2	"f10"	20.192962962963	4.116150593315	9.98497354497355	2.16580076879674	15.0776455026455	3.01763385291933	336.56
46.84332	-122.31236	274.62535	1997-05-14	134	1997	14	5	5	"g10"	15.5948412698413	4.27870039035696	6.04791005291005	2.56617471145536	10.6880158730159	3.10652202256325	336.56
46.84332	-122.31236	274.62535	2000-05-02	123	2000	2	5	6	"h10"	14.2842063492063	4.45208889424883	4.90775132275132	2.54436517313888	9.43259259259259	3.1973810815304	336.56
46.85445	-124.11084	3.04801	2000-04-30	121	2000	30	4	2	"i10"	11.8670634920635	2.26561299196924	8.5534126984127	1.50858243016139	10.1706349206349	1.68515223565853	20.37
46.90361	-124.12639	3.04801	2005-06-15	166	2005	15	6	2	"j10"	14.5920634920635	1.83595333360435	11.5189682539683	1.14784320598012	13.0410846560847	1.34726705913243	20.37
46.90361	-124.12639	3.04801	2005-06-16	167	2005	16	6	3	"k10"	14.6228835978836	1.84250403141431	11.5665608465608	1.13527679128907	13.0892063492063	1.34858326477402	20.37
46.90361	-124.12639	3.04801	2005-07-06	187	2005	6	7	2	"l10"	15.7028835978836	1.42198982346311	12.5822222222222	1.03841765634107	14.1281216931217	1.08642133480362	20.37
47	-120.5	493.47219	1990-06-08	159	1990	8	6	6	"m10"	19.5417724867725	4.31994096642598	6.51833333333333	2.96722300041933	13.0522222222222	3.44797366138206	824.72
47.09194	-120.7075	522.73305	2000-06-13	165	2000	13	6	4	"n10"	20.2884920634921	4.15542170547524	6.86351851851852	2.7533993556316	13.6175132275132	3.23382129463071	824.72
47.09194	-120.7075	522.73305	2000-06-15	167	2000	15	6	2	"o10"	20.6775925925926	4.39848663064297	7.18878306878307	2.8128105205353	13.9521693121693	3.39728305438754	824.72
47.65267	-122.31167	18.89764	2005-05-03	123	2005	3	5	4	"p10"	15.5339417989418	3.785542169075	6.20656084656085	2.46474447543333	10.8578835978836	2.825551427076	110.01
47.65267	-122.31167	18.89764	2005-05-05	125	2005	5	5	3	"q10"	15.5993386243386	3.80302885525325	6.29161375661376	2.45698836354389	10.9539682539683	2.83948282716765	110.01
47.65267	-122.31167	18.89764	2005-05-06	126	2005	6	5	3	"r10"	15.7160846560847	3.91904084963952	6.37055555555556	2.47527185942726	11.0404497354497	2.89682842373602	110.01
47.65267	-122.31167	18.89764	2005-05-07	127	2005	7	5	1	"s10"	15.7257407407407	3.93358404029994	6.4587037037037	2.49917995293948	11.0945238095238	2.91854182382499	110.01
47.65267	-122.31167	18.89764	2005-05-08	128	2005	8	5	2	"t10"	15.8410582010582	3.88800596568171	6.54407407407407	2.55121936099588	11.2148941798942	2.91778996239182	110.01
47.65267	-122.31167	18.89764	2005-05-09	129	2005	9	5	2	"u10"	16.067962962963	3.97119453378323	6.6647619047619	2.55943877954469	11.4039682539683	2.96536659880402	110.01
47.65267	-122.31167	18.89764	2005-05-10	130	2005	10	5	2	"v10"	16.2555291005291	4.01767657370215	6.80153439153439	2.60392598409485	11.5789417989418	3.01301252911143	110.01
47.65267	-122.31167	18.89764	2005-05-11	131	2005	11	5	3	"w10"	16.4148412698413	4.00799500748728	6.94179894179894	2.61319736505917	11.7306613756614	2.9989904290031	110.01
47.65267	-122.31167	18.89764	2005-05-12	132	2005	12	5	2	"x10"	16.5506878306878	3.95293377977403	7.12312169312169	2.62461603426607	11.879708994709	2.97740610766241	110.01
47.65267	-122.31167	18.89764	2005-05-13	133	2005	13	5	1	"y10"	16.6837830687831	3.91993594998952	7.2481746031746	2.60627667208391	12.0062433862434	2.93862581140214	110.01
47.65267	-122.31167	18.89764	2005-05-14	134	2005	14	5	1	"z10"	16.7758465608466	3.8265236486514	7.39981481481481	2.54563874566687	12.1345238095238	2.83949680054996	110.01
47.65267	-122.31167	18.89764	2005-05-16	136	2005	16	5	2	"a11"	17.0440476190476	3.75008375048577	7.65960317460317	2.36096035425556	12.3832804232804	2.71145224836424	110.01
47.65267	-122.31167	18.89764	2005-05-17	137	2005	17	5	2	"b11"	17.242671957672	3.75961296660721	7.83833333333333	2.33902734891921	12.5732010582011	2.72809570427248	110.01
47.65267	-122.31167	18.89764	2005-05-20	140	2005	20	5	2	"c11"	17.8262433862434	3.65083343764302	8.34386243386243	2.32995005743686	13.1461111111111	2.71139837038014	110.01
47.65267	-122.31167	18.89764	2005-05-22	142	2005	22	5	3	"d11"	17.9928835978836	3.72348463359973	8.61621693121693	2.30687698120141	13.3482010582011	2.73450317801167	110.01
47.65267	-122.31167	18.89764	2005-05-23	143	2005	23	5	3	"e11"	18.1236772486773	3.82464331952013	8.68108465608466	2.30858417419986	13.4489153439153	2.76165706574558	110.01
47.65267	-122.31167	18.89764	2005-05-24	144	2005	24	5	1	"f11"	18.2525132275132	3.78977687816799	8.80968253968254	2.3677090304338	13.5734920634921	2.76399328159089	110.01
47.65267	-122.31167	18.89764	2005-05-26	146	2005	26	5	1	"g11"	18.4138624338624	3.83001588075139	8.99230158730159	2.34982029767177	13.7677777777778	2.77982106046507	110.01
47.65267	-122.31167	18.89764	2005-05-29	149	2005	29	5	1	"h11"	18.8373015873016	3.8857213442342	9.37931216931217	2.39436042814183	14.1824338624339	2.82261225626105	110.01
47.65267	-122.31167	18.89764	2005-06-02	153	2005	2	6	2	"i11"	18.7013227513228	3.83433467287598	9.51716931216931	2.33244152721749	14.1910846560847	2.76555972111681	110.01
47.65267	-122.31167	18.89764	2005-06-05	156	2005	5	6	1	"j11"	18.7462698412698	3.57423132300285	9.5302380952381	2.24682344500578	14.2316402116402	2.64101267806493	110.01
47.65267	-122.31167	18.89764	2005-06-09	160	2005	9	6	1	"k11"	18.843253968254	3.54937110939376	9.73798941798942	2.12266740252553	14.3701322751323	2.57104531032845	110.01
47.65267	-122.31167	18.89764	2005-06-10	161	2005	10	6	1	"l11"	18.7983068783069	3.46912288213583	9.75433862433862	2.0757331545893	14.3700529100529	2.51088590099255	110.01
47.65267	-122.31167	18.89764	2005-06-22	173	2005	22	6	1	"m11"	20.4550793650794	3.72174463795988	10.7997354497354	2.0733188028399	15.7687037037037	2.66082766925076	110.01
47.65267	-122.31167	18.89764	2005-06-23	174	2005	23	6	1	"n11"	20.6812962962963	3.81982232731326	10.9539682539683	2.07492650959249	15.9536772486772	2.71779019135078	110.01
47.65267	-122.31167	18.89764	2005-06-29	180	2005	29	6	1	"o11"	21.1697883597884	3.46661584535705	11.5409788359788	2.01893748997098	16.4562433862434	2.52531956409842	110.01
47.65267	-122.31167	18.89764	2005-07-05	186	2005	5	7	2	"p11"	21.4485714285714	3.38362040992172	11.7805026455026	1.9446940698197	16.7329894179894	2.43444268752146	110.01
47.65267	-122.31167	18.89764	2005-07-07	188	2005	7	7	2	"q11"	21.6650529100529	3.20461713034494	11.9162433862434	1.87557613826268	16.9130952380952	2.30954304307773	110.01
47.70972	-122.37056	43.58649	1990-05-06	126	1990	6	5	1	"r11"	15.7160846560847	3.91904084963952	6.37055555555556	2.47527185942726	11.0404497354497	2.89682842373602	110.01
47.70972	-122.37056	43.58649	1990-05-12	132	1990	12	5	5	"s11"	16.5506878306878	3.95293377977403	7.12312169312169	2.62461603426607	11.879708994709	2.97740610766241	110.01
47.70972	-122.37056	43.58649	1990-05-13	133	1990	13	5	4	"t11"	16.6837830687831	3.91993594998952	7.2481746031746	2.60627667208391	12.0062433862434	2.93862581140214	110.01
47.70972	-122.37056	43.58649	1990-05-21	141	1990	21	5	1	"u11"	17.9310052910053	3.68411790204281	8.5044708994709	2.29859012501389	13.2674338624339	2.71387241355348	110.01
47.70972	-122.37056	43.58649	1990-05-26	146	1990	26	5	3	"v11"	18.4138624338624	3.83001588075139	8.99230158730159	2.34982029767177	13.7677777777778	2.77982106046507	110.01
47.70972	-122.37056	43.58649	1990-05-28	148	1990	28	5	1	"w11"	18.797671957672	3.88752597757498	9.22198412698413	2.38036208149195	14.0821428571429	2.82529159279396	110.01
47.70972	-122.37056	43.58649	1990-06-21	172	1990	21	6	1	"x11"	20.3030423280423	3.71152731591339	10.6840211640212	2.09171492333583	15.6221164021164	2.65426002959714	110.01
47.70972	-122.37056	43.58649	1991-01-01	1	1991	1	1	1	"y11"	6.40691176470588	3.48635634489717	1.04470588235294	3.96332750825606	3.47514705882353	3.76781083660455	110.01
47.70972	-122.37056	43.58649	1991-02-09	40	1991	9	2	6	"z11"	8.42201058201058	3.25467379580951	1.47542328042328	3.45327345655054	4.45240740740741	3.10394645233081	110.01
47.70972	-122.37056	43.58649	1991-02-10	41	1991	10	2	1	"a12"	8.44912698412698	3.15896274984682	1.57248677248677	3.29448082087829	4.52126984126984	2.98363200171997	110.01
47.70972	-122.37056	43.58649	1991-02-16	47	1991	16	2	6	"b12"	8.73941798941799	2.92668236863695	1.8844708994709	3.02080712956074	4.9055291005291	2.75395435209472	110.01
47.70972	-122.37056	43.58649	1991-02-17	48	1991	17	2	1	"c12"	8.82354497354497	2.97031781638476	1.89526455026455	2.94175231686035	4.96380952380952	2.71628789560171	110.01
47.70972	-122.37056	43.58649	1992-07-03	185	1992	3	7	1	"d12"	21.3656084656085	3.35635661616705	11.6984920634921	1.90992538112757	16.6669576719577	2.41690794928952	110.01
47.70972	-122.37056	43.58649	1992-07-07	189	1992	7	7	3	"e12"	21.7454232804233	3.20244368823663	11.9806878306878	1.87525603639252	16.9817724867725	2.31212793260832	110.01
47.70972	-122.37056	43.58649	1993-02-28	59	1993	28	2	1	"f12"	9.95917989417989	3.14559674803355	2.31899470899471	2.75020463091536	5.68719576719577	2.56385621548265	110.01
47.70972	-122.37056	43.58649	1994-03-31	90	1994	31	3	1	"g12"	11.8419576719577	3.40666718410287	3.49375661375661	2.21359164536647	7.43240740740741	2.39880347564073	110.01
47.70972	-122.37056	43.58649	1996-01-04	4	1996	4	1	3	"h12"	6.51563573883162	3.2925213886082	1.27807560137457	3.77024197629038	3.66429553264605	3.55801888434067	110.01
47.70972	-122.37056	43.58649	1996-01-07	7	1996	7	1	2	"i12"	6.59775132275132	3.24540270176388	1.36410052910053	3.7535905159927	3.72904761904762	3.52238015485071	110.01
47.70972	-122.37056	43.58649	1996-12-12	347	1996	12	12	1	"j12"	6.7610582010582	2.94765598405193	1.42526455026455	3.25993882204275	3.7907671957672	3.11503595677023	110.01
47.70972	-122.37056	43.58649	1996-12-14	349	1996	14	12	2	"k12"	6.52296296296296	3.34990901395958	1.1707671957672	3.70409389884232	3.56029100529101	3.50833266072751	110.01
47.70972	-122.37056	43.58649	1996-12-21	356	1996	21	12	1	"l12"	5.80526455026455	3.50809266137725	0.408201058201058	3.90045205049301	2.76373015873016	3.61230898937021	110.01
47.70972	-122.37056	43.58649	1996-12-22	357	1996	22	12	1	"m12"	5.67010582010582	3.50121388414253	0.262195767195767	3.93042808445731	2.63330687830688	3.61342265076423	110.01
47.70972	-122.37056	43.58649	1997-01-01	1	1997	1	1	5	"n12"	6.40691176470588	3.48635634489717	1.04470588235294	3.96332750825606	3.47514705882353	3.76781083660455	110.01
47.70972	-122.37056	43.58649	1997-01-02	2	1997	2	1	4	"o12"	6.42781115879828	3.38448589261187	1.12682403433476	3.84367687751328	3.53965665236051	3.6462305598244	110.01
47.70972	-122.37056	43.58649	1997-01-04	4	1997	4	1	2	"p12"	6.51563573883162	3.2925213886082	1.27807560137457	3.77024197629038	3.66429553264605	3.55801888434067	110.01
47.70972	-122.37056	43.58649	1997-12-22	356	1997	22	12	1	"q12"	5.80949735449735	3.50941424469124	0.415767195767196	3.90398640972314	2.76917989417989	3.61388717211138	110.01
47.742	-122.984	34.13767	1996-01-04	4	1996	4	1	2	"r12"	3.57635738831615	3.2936607549025	-1.1646735395189	4.29674658156139	1.10841924398625	3.6830478724183	504.55
47.742	-122.984	34.13767	1996-01-07	7	1996	7	1	1	"s12"	3.66936507936508	3.26351873029224	-1.0855291005291	4.29341904160195	1.19730158730159	3.65432168395337	504.55
